"Time","p99 deploy/adservice","p99 deploy/cartservice","p99 deploy/checkoutservice","p99 deploy/currencyservice","p99 deploy/emailservice","p99 deploy/frontend","p99 deploy/loadgenerator","p99 deploy/paymentservice","p99 deploy/productcatalogservice","p99 deploy/recommendationservice","p99 deploy/redis-cart","p99 deploy/shippingservice"
2021-10-07 09:18:00,45.999999999999986,4.339999999999999,196,4.199999999999993,1.96,186.20000000000002,1.97,1.95,0.9986588921282797,9.930555555555555,1.97,3.78
2021-10-07 09:18:05,3.9457142857142853,6.600000000000007,98.5,4.199999999999993,1.97,186.20000000000002,4.97,1.95,1.7899999999999952,9.930555555555555,1.97,3.78
2021-10-07 09:18:10,3.9457142857142853,6.600000000000007,98.5,7.65000000000005,1.97,177.66666666666652,4.97,2.94,1.7899999999999952,18.049999999999997,1.97,4.790000000000001
2021-10-07 09:18:15,8.350000000000005,3.886666666666667,197.66666666666669,7.65000000000005,2.9099999999999997,177.66666666666652,3.9699999999999998,2.94,0.9957558139534881,18.049999999999997,1.97,4.790000000000001
2021-10-07 09:18:20,8.350000000000005,3.886666666666667,197.66666666666669,4.58,2.9099999999999997,287.9999999999999,3.9699999999999998,1.9766666666666666,0.9957558139534881,9.908,1.97,3.7399999999999975
2021-10-07 09:18:25,4.72,890.0000000000007,197.5,4.58,2.9699999999999998,287.9999999999999,3.9699999999999998,1.9766666666666666,1.2900000000000003,9.908,1.97,3.7399999999999975
2021-10-07 09:18:30,4.72,890.0000000000007,197.5,3.499999999999991,2.9699999999999998,864.9999999999989,3.9699999999999998,0.99,1.2900000000000003,9.931666666666665,1.97,4.86
2021-10-07 09:18:35,81.99999999999991,2.923333333333333,9.85,3.499999999999991,2.95,864.9999999999989,3.9699999999999998,0.99,0.9976447876447878,9.931666666666665,1.97,4.86
2021-10-07 09:18:40,81.99999999999991,2.923333333333333,9.85,87.41666666666671,2.95,1928.8888888888887,3.9699999999999998,4.9399999999999995,0.9976447876447878,28.566666666666663,2.9699999999999998,3.7199999999999998
2021-10-07 09:18:45,29.52,1890.0000000000002,194,87.41666666666671,2.96,1928.8888888888887,1.9699999999999998,4.9399999999999995,4.209999999999987,28.566666666666663,2.9699999999999998,3.7199999999999998
2021-10-07 09:18:50,29.52,1890.0000000000002,194,8.575,2.96,188.40000000000006,1.9699999999999998,1.96,4.209999999999987,9.863333333333333,1.97,3.84
2021-10-07 09:18:55,16.30000000000001,7.449999999999983,195,8.575,2.95,188.40000000000006,3.9699999999999998,1.96,2.169999999999998,9.863333333333333,1.97,3.84
2021-10-07 09:19:00,16.30000000000001,7.449999999999983,195,63.74999999999998,2.95,274.49999999999994,3.9699999999999998,2.95,2.169999999999998,81.99999999999991,1.97,3.86
2021-10-07 09:19:05,84.49999999999987,3.5000000000000044,196,63.74999999999998,2.96,274.49999999999994,2.9699999999999998,2.95,68.00000000000014,81.99999999999991,1.97,3.86
2021-10-07 09:19:10,84.49999999999987,3.5000000000000044,196,7.483333333333343,2.96,189.5999999999999,2.9699999999999998,2.96,68.00000000000014,9.9075,1.97,3.82
2021-10-07 09:19:15,2.9745454545454546,2.8600000000000003,196,7.483333333333343,1.975,189.5999999999999,4.97,2.96,0.9987224669603526,9.9075,1.97,3.82
2021-10-07 09:19:20,2.9745454545454546,2.8600000000000003,196,66.33333333333272,1.975,1780.0000000000005,4.97,1.98,0.9987224669603526,78.49999999999984,2.9699999999999998,3.7799999999999985
2021-10-07 09:19:25,3.8350000000000004,1763.333333333334,393,66.33333333333272,2.94,1780.0000000000005,2.9699999999999998,1.98,52.874999999999524,78.49999999999984,2.9699999999999998,3.7799999999999985
2021-10-07 09:19:30,3.8350000000000004,1763.333333333334,393,2.170000000000028,2.94,337.0000000000006,2.9699999999999998,2.94,52.874999999999524,9.91,2.9699999999999998,4.77
2021-10-07 09:19:35,2.9627272727272724,3.654999999999999,195,2.170000000000028,2.95,337.0000000000006,3.9699999999999998,2.94,2.2266666666666617,9.91,2.9699999999999998,4.77
2021-10-07 09:19:40,2.9627272727272724,3.654999999999999,195,2.8999999999999937,2.95,191.66666666666666,3.9699999999999998,2.9699999999999998,2.2266666666666617,9.920967741935483,2.9699999999999998,3.8199999999999994
2021-10-07 09:19:45,44.89999999999996,3.3499999999999996,9.85,2.8999999999999937,2.9699999999999998,191.66666666666666,3.9699999999999998,2.9699999999999998,0.9928530259365995,9.920967741935483,2.9699999999999998,3.8199999999999994
