"Time","p95 deploy/adservice","p95 deploy/cartservice","p95 deploy/checkoutservice","p95 deploy/currencyservice","p95 deploy/emailservice","p95 deploy/frontend","p95 deploy/loadgenerator","p95 deploy/paymentservice","p95 deploy/productcatalogservice","p95 deploy/recommendationservice","p95 deploy/redis-cart","p95 deploy/shippingservice"
2021-10-07 09:18:00,9.99999999999999,2.74,180,1.6666666666666647,1.7999999999999998,130.9999999999999,1.8499999999999999,1.7499999999999996,0.9583090379008744,9.652777777777779,1.8499999999999999,1.8999999999999941
2021-10-07 09:18:05,3.728571428571428,3.200000000000001,92.5,1.6666666666666647,1.8499999999999999,130.9999999999999,4.85,1.7499999999999996,0.9619873817034701,9.652777777777779,1.8499999999999999,1.8999999999999941
2021-10-07 09:18:10,3.728571428571428,3.200000000000001,92.5,1.8300000000000018,1.8499999999999999,99.02777777777774,4.85,2.7,0.9619873817034701,10.249999999999995,1.8499999999999999,1.9499999999999988
2021-10-07 09:18:15,3.350000000000001,3.433333333333333,188.33333333333331,1.8300000000000018,2.549999999999999,99.02777777777774,3.8499999999999996,2.7,0.9555232558139533,10.249999999999995,1.8499999999999999,1.9499999999999988
2021-10-07 09:18:20,3.350000000000001,3.433333333333333,188.33333333333331,1.4333333333333318,2.549999999999999,239.99999999999986,3.8499999999999996,1.8833333333333333,0.9555232558139533,9.54,1.8499999999999999,0.9879999999999999
2021-10-07 09:18:25,3.6,179.99999999999966,187.5,1.4333333333333318,2.8499999999999996,239.99999999999986,3.8499999999999996,1.8833333333333333,0.9619246861924686,9.54,1.8499999999999999,0.9879999999999999
2021-10-07 09:18:30,3.6,179.99999999999966,187.5,1.7727272727272714,2.8499999999999996,229.9999999999992,3.8499999999999996,0.95,0.9619246861924686,9.658333333333333,1.8499999999999999,4.3
2021-10-07 09:18:35,5.999999999999978,2.616666666666666,9.25,1.7727272727272714,2.7499999999999996,229.9999999999992,3.85,0.95,0.9573359073359075,9.658333333333333,1.8499999999999999,4.3
2021-10-07 09:18:40,5.999999999999978,2.616666666666666,9.25,4.690000000000001,2.7499999999999996,1644.444444444444,3.85,4.7,0.9573359073359075,22.833333333333336,2.8499999999999996,1.6
2021-10-07 09:18:45,27.599999999999998,1449.9999999999995,170,4.690000000000001,2.8,1644.444444444444,1.8499999999999996,4.7,2.4681818181818183,22.833333333333336,2.8499999999999996,1.6
2021-10-07 09:18:50,27.599999999999998,1449.9999999999995,170,2.2875,2.8,142.0000000000001,1.8499999999999996,1.7999999999999998,2.4681818181818183,9.316666666666666,1.8499999999999999,3.2
2021-10-07 09:18:55,3.1500000000000012,2.449999999999997,174.99999999999997,2.2875,2.7499999999999996,142.0000000000001,3.8499999999999996,1.7999999999999998,0.9670863309352516,9.316666666666666,1.8499999999999999,3.2
2021-10-07 09:19:00,3.1500000000000012,2.449999999999997,174.99999999999997,1.6874999999999944,2.7499999999999996,172.50000000000017,3.8499999999999996,2.7499999999999996,0.9670863309352516,9.799999999999999,1.8499999999999999,3.3
2021-10-07 09:19:05,14.499999999999945,2.5000000000000013,180,1.6874999999999944,2.8,172.50000000000017,2.8499999999999996,2.7499999999999996,0.9728,9.799999999999999,1.8499999999999999,3.3
2021-10-07 09:19:10,14.499999999999945,2.5000000000000013,180,1.1124999999999998,2.8,147.99999999999986,2.8499999999999996,2.8,0.9728,9.537500000000001,1.8499999999999999,3.1
2021-10-07 09:19:15,2.8727272727272726,2.299999999999998,180,1.1124999999999998,1.875,147.99999999999986,4.85,2.8,0.9583700440528635,9.537500000000001,1.8499999999999999,3.1
2021-10-07 09:19:20,2.8727272727272726,2.299999999999998,180,2.3799999999999955,1.875,849.9999999999982,4.85,1.9,0.9583700440528635,9.97,2.8499999999999996,1.9499999999999984
2021-10-07 09:19:25,3.1750000000000007,724.999999999996,364.99999999999994,2.3799999999999955,2.7,849.9999999999982,2.8499999999999996,1.9,0.9921052631578946,9.97,2.8499999999999996,1.9499999999999984
2021-10-07 09:19:30,3.1750000000000007,724.999999999996,364.99999999999994,0.9877840909090911,2.7,146.24999999999997,2.8499999999999996,2.7,0.9921052631578946,9.549999999999999,2.8499999999999996,0.9931818181818182
